sample_type,site,timing,plot,location,ak_content,year,treatment
Biomass,1,Before,c,Lower,148.52436589116212,2020,Regular Graze
Biomass,1,Before,c,Middle,86.82468102763092,2020,Regular Graze
Biomass,1,Before,c,Upper,68.8548237653628,2020,Regular Graze
Biomass,1,Before,d,Lower,83.77971559080905,2020,Mow
Biomass,1,Before,d,Middle,104.2334771201902,2020,Mow
Biomass,1,Before,d,Upper,116.47908094600191,2020,Mow
Biomass,2,Before,a,Lower,66.48741654710273,2020,Regular Graze
Biomass,2,Before,a,Middle,156.31382779392686,2020,Regular Graze
Biomass,2,Before,a,Upper,193.32754952823632,2020,Regular Graze
Biomass,2,Before,b,Lower,130.65064808014284,2020,High Graze
Biomass,2,Before,b,Middle,33.50447631209237,2020,High Graze
Biomass,2,Before,b,Upper,160.03541056071975,2020,High Graze
Biomass,2,Before,c,Lower,145.30841541262023,2020,Mow
Biomass,2,Before,c,Middle,201.75466374412355,2020,Mow
Biomass,2,Before,c,Upper,117.8650956362802,2020,Mow
Biomass,2,Before,d,Lower,115.53763850592884,2020,Control
Biomass,2,Before,d,Middle,111.92786699422797,2020,Control
Biomass,2,Before,d,Upper,106.07967471964017,2020,Control
Biomass,3,Before,a,Lower,86.54416439087005,2020,Regular Graze
Biomass,3,Before,a,Middle,45.52458811738445,2020,Regular Graze
Biomass,3,Before,a,Upper,113.86248355127891,2020,Regular Graze
Biomass,3,Before,b,Lower,200.05537336800614,2020,Control
Biomass,3,Before,b,Middle,134.31681266906992,2020,Control
Biomass,3,Before,b,Upper,118.8380300358002,2020,Control
Biomass,3,Before,c,Lower,187.16765137072346,2020,High Graze
Biomass,3,Before,c,Middle,203.408581799452,2020,High Graze
Biomass,3,Before,c,Upper,177.39050452070188,2020,High Graze
Biomass,3,Before,d,Lower,179.07798545995144,2020,Mow
Biomass,3,Before,d,Middle,107.18512283440673,2020,Mow
Biomass,3,Before,d,Upper,115.44336604631572,2020,Mow
Biomass,4,Before,a,Lower,137.0844865831656,2020,Regular Graze
Biomass,4,Before,a,Middle,142.07928905935427,2020,Regular Graze
Biomass,4,Before,a,Upper,169.307874285039,2020,Regular Graze
Biomass,4,Before,b,Lower,199.26371154707425,2020,High Graze
Biomass,4,Before,b,Middle,196.74184836485628,2020,High Graze
Biomass,4,Before,b,Upper,139.7343796243663,2020,High Graze
Biomass,4,Before,c,Lower,266.2929327218492,2020,Control
Biomass,4,Before,c,Middle,226.1373448438484,2020,Control
Biomass,4,Before,c,Upper,97.21537874994615,2020,Control
Biomass,4,Before,d,Lower,173.79552108528333,2020,Mow
Biomass,4,Before,d,Middle,122.07519895893549,2020,Mow
Biomass,4,Before,d,Upper,102.13086835828737,2020,Mow
Biomass,1,After,a,Lower,57.12635879882569,2020,High Graze
Biomass,1,After,a,Middle,6.7539294997385735,2020,High Graze
Biomass,1,After,a,Upper,39.396131580006745,2020,High Graze
Biomass,1,After,b,Lower,63.08497102258666,2020,Control
Biomass,1,After,b,Middle,2.466124736771012,2020,Control
Biomass,1,After,b,Upper,23.85910081025129,2020,Control
Biomass,1,After,c,Lower,61.33357395092456,2020,Regular Graze
Biomass,1,After,c,Middle,44.956299441469646,2020,Regular Graze
Biomass,1,After,c,Upper,37.69481270515762,2020,Regular Graze
Biomass,1,After,d,Lower,56.49599276776953,2020,Mow
Biomass,1,After,d,Middle,3.457826440801593,2020,Mow
Biomass,1,After,d,Upper,8.385562254851186,2020,Mow
Biomass,2,After,a,Lower,44.2224526596748,2020,Regular Graze
Biomass,2,After,a,Middle,73.18822560702426,2020,Regular Graze
Biomass,2,After,a,Upper,81.36343466629216,2020,Regular Graze
Biomass,2,After,b,Lower,77.08188046660119,2020,High Graze
Biomass,2,After,b,Middle,95.48104827452039,2020,High Graze
Biomass,2,After,b,Upper,89.75014092277709,2020,High Graze
Biomass,2,After,c,Lower,70.17162969373996,2020,Mow
Biomass,2,After,c,Middle,59.730816710171425,2020,Mow
Biomass,2,After,c,Upper,46.075962467107246,2020,Mow
Biomass,2,After,d,Lower,44.53795606917043,2020,Control
Biomass,2,After,d,Middle,5.752241324460256,2020,Control
Biomass,2,After,d,Upper,37.354373832546415,2020,Control
Biomass,3,After,a,Lower,5.487856398243679,2020,Regular Graze
Biomass,3,After,a,Middle,9.799945552619086,2020,Regular Graze
Biomass,3,After,a,Upper,27.322008911398463,2020,Regular Graze
Biomass,3,After,b,Lower,57.40254591968941,2020,Control
Biomass,3,After,b,Middle,82.06941831440326,2020,Control
Biomass,3,After,b,Upper,9.880642667490063,2020,Control
Biomass,3,After,c,Lower,85.7403912807899,2020,High Graze
Biomass,3,After,c,Middle,116.47926534550106,2020,High Graze
Biomass,3,After,c,Upper,12.805354863216351,2020,High Graze
Biomass,3,After,d,Lower,20.66644612734209,2020,Mow
Biomass,3,After,d,Middle,11.188618355476276,2020,Mow
Biomass,3,After,d,Upper,98.90937940149603,2020,Mow
Biomass,4,After,a,Lower,117.20268533004581,2020,Regular Graze
Biomass,4,After,a,Middle,101.70586935618162,2020,Regular Graze
Biomass,4,After,a,Upper,70.39338744154398,2020,Regular Graze
Biomass,4,After,b,Lower,100.33844407162542,2020,High Graze
Biomass,4,After,b,Middle,93.41330826990696,2020,High Graze
Biomass,4,After,b,Upper,41.22246532457263,2020,High Graze
Biomass,4,After,c,Lower,33.501897048208946,2020,Control
Biomass,4,After,c,Middle,103.59432579879828,2020,Control
Biomass,4,After,c,Upper,57.20504029955751,2020,Control
Biomass,4,After,d,Lower,94.06828221175496,2020,Mow
Biomass,4,After,d,Middle,104.60358548987254,2020,Mow
Biomass,4,After,d,Upper,8.641859120450496,2020,Mow
Litter,1,After,a,Lower,76.51200972575873,2020,High Graze
Litter,1,After,a,Middle,22.644808203476643,2020,High Graze
Litter,1,After,a,Upper,37.51378183609986,2020,High Graze
Litter,1,After,b,Lower,67.03926207276615,2020,Control
Litter,1,After,b,Middle,41.17427545673746,2020,Control
Litter,1,After,b,Upper,20.68214951925697,2020,Control
Litter,1,After,c,Lower,65.38541849916024,2020,Regular Graze
Litter,1,After,c,Middle,38.950500901555294,2020,Regular Graze
Litter,1,After,c,Upper,46.58225944611357,2020,Regular Graze
Litter,1,After,d,Lower,64.83437285168517,2020,Mow
Litter,1,After,d,Middle,43.32948414043945,2020,Mow
Litter,1,After,d,Upper,64.69916065599088,2020,Mow
Litter,2,After,a,Lower,42.07248352944874,2020,Regular Graze
Litter,2,After,a,Middle,45.85274869845953,2020,Regular Graze
Litter,2,After,a,Upper,38.28224405642756,2020,Regular Graze
Litter,2,After,b,Lower,69.42421414796662,2020,High Graze
Litter,2,After,b,Middle,61.04496658455472,2020,High Graze
Litter,2,After,b,Upper,77.0713300797631,2020,High Graze
Litter,2,After,c,Lower,87.16314715782873,2020,Mow
Litter,2,After,c,Middle,87.14570765052677,2020,Mow
Litter,2,After,c,Upper,70.82201711738878,2020,Mow
Litter,2,After,d,Lower,59.6699320958721,2020,Control
Litter,2,After,d,Middle,48.81685569144688,2020,Control
Litter,2,After,d,Upper,51.15332936749876,2020,Control
Litter,3,After,a,Lower,50.74975280444158,2020,Regular Graze
Litter,3,After,a,Middle,71.62444141718626,2020,Regular Graze
Litter,3,After,a,Upper,26.275114628590693,2020,Regular Graze
Litter,3,After,b,Lower,67.97765560640104,2020,Control
Litter,3,After,b,Middle,84.05252524697336,2020,Control
Litter,3,After,b,Upper,62.27509725202812,2020,Control
Litter,3,After,c,Lower,48.45675932176622,2020,High Graze
Litter,3,After,c,Middle,93.77966186326098,2020,High Graze
Litter,3,After,c,Upper,80.48540837809301,2020,High Graze
Litter,3,After,d,Lower,50.368139375164034,2020,Mow
Litter,3,After,d,Middle,59.286026282755266,2020,Mow
Litter,3,After,d,Upper,64.4599920793121,2020,Mow
Litter,4,After,a,Lower,83.64383662762972,2020,Regular Graze
Litter,4,After,a,Middle,92.06915324619507,2020,Regular Graze
Litter,4,After,a,Upper,15.824531946755027,2020,Regular Graze
Litter,4,After,b,Lower,85.99315123297752,2020,High Graze
Litter,4,After,b,Middle,84.30248486366344,2020,High Graze
Litter,4,After,b,Upper,87.314008326282,2020,High Graze
Litter,4,After,c,Lower,81.28939823242754,2020,Control
Litter,4,After,c,Middle,75.51790018872826,2020,Control
Litter,4,After,c,Upper,5.0561977504248405,2020,Control
Litter,4,After,d,Lower,56.691232243157174,2020,Mow
Litter,4,After,d,Middle,79.31340513662893,2020,Mow
Litter,4,After,d,Upper,19.401580654658652,2020,Mow
Soil,1,Before,a,Lower,0.5541382120263375,2020,High Graze
Soil,1,Before,a,Middle,0.6169588585277757,2020,High Graze
Soil,1,Before,a,Upper,4.858593185952636,2020,High Graze
Soil,1,Before,b,Lower,0.8477972698063967,2020,Control
Soil,1,Before,b,Middle,1.201884946598611,2020,Control
Soil,1,Before,b,Upper,1.567467622340434,2020,Control
Soil,1,Before,c,Lower,0.9460452782217484,2020,Regular Graze
Soil,1,Before,c,Middle,1.0239679873554857,2020,Regular Graze
Soil,1,Before,c,Upper,1.1268901046340676,2020,Regular Graze
Soil,1,Before,d,Lower,1.5233830616782429,2020,Mow
Soil,1,Before,d,Middle,0.8546538604756209,2020,Mow
Soil,1,Before,d,Upper,0.5975246528093708,2020,Mow
Soil,2,Before,a,Lower,0.5772162514932074,2020,Regular Graze
Soil,2,Before,a,Middle,0.8434189740468332,2020,Regular Graze
Soil,2,Before,a,Upper,0.9402712121870611,2020,Regular Graze
Soil,2,Before,b,Lower,0.5655744603045545,2020,High Graze
Soil,2,Before,b,Middle,0.829524248735392,2020,High Graze
Soil,2,Before,b,Upper,0.9695403549788763,2020,High Graze
Soil,2,Before,c,Lower,0.6340549474612144,2020,Mow
Soil,2,Before,c,Middle,0.9876398712913013,2020,Mow
Soil,2,Before,c,Upper,1.0724994388527607,2020,Mow
Soil,2,Before,d,Lower,0.7179070215421007,2020,Control
Soil,2,Before,d,Middle,0.9980063203220305,2020,Control
Soil,2,Before,d,Upper,0.8336345311924617,2020,Control
Soil,3,Before,a,Lower,0.7074192186826261,2020,Regular Graze
Soil,3,Before,a,Middle,0.8884680587140231,2020,Regular Graze
Soil,3,Before,a,Upper,2.253259365024656,2020,Regular Graze
Soil,3,Before,b,Lower,1.082646074981926,2020,Control
Soil,3,Before,b,Middle,2.1098138027595743,2020,Control
Soil,3,Before,b,Upper,1.8549468283467634,2020,Control
Soil,3,Before,c,Lower,1.4989283760800085,2020,High Graze
Soil,3,Before,c,Middle,1.5322057435026342,2020,High Graze
Soil,3,Before,c,Upper,1.9442102654586444,2020,High Graze
Soil,3,Before,d,Lower,0.6968193266200324,2020,Mow
Soil,3,Before,d,Middle,0.7938411213910371,2020,Mow
Soil,3,Before,d,Upper,1.7771491089497444,2020,Mow
Soil,4,Before,a,Lower,2.512237729506156,2020,Regular Graze
Soil,4,Before,a,Middle,1.4771020562602395,2020,Regular Graze
Soil,4,Before,a,Upper,0.8754787596100169,2020,Regular Graze
Soil,4,Before,b,Lower,0.4919123326438301,2020,High Graze
Soil,4,Before,b,Middle,0.6724339906453143,2020,High Graze
Soil,4,Before,b,Upper,0.4727798473535593,2020,High Graze
Soil,4,Before,c,Lower,2.3673422944484295,2020,Control
Soil,4,Before,c,Middle,1.0159403824162099,2020,Control
Soil,4,Before,c,Upper,0.9478720731510077,2020,Control
Soil,4,Before,d,Lower,1.1142715688957114,2020,Mow
Soil,4,Before,d,Middle,1.1202710731824725,2020,Mow
Soil,4,Before,d,Upper,1.1858718728614996,2020,Mow
Organic,1,Before,a,Lower,2.5742935070362485,2020,High Graze
Organic,1,Before,a,Middle,1.9914679088569827,2020,High Graze
Organic,1,Before,a,Upper,5.083078248726268,2020,High Graze
Organic,1,Before,b,Lower,1.8580736578567245,2020,Control
Organic,1,Before,b,Middle,3.3330206976276013,2020,Control
Organic,1,Before,b,Upper,3.8784229721207772,2020,Control
Organic,1,Before,c,Lower,3.224931449447036,2020,Regular Graze
Organic,1,Before,c,Middle,3.659940446095435,2020,Regular Graze
Organic,1,Before,c,Upper,5.336104815074889,2020,Regular Graze
Organic,1,Before,d,Lower,2.1777156169642367,2020,Mow
Organic,1,Before,d,Middle,2.854974885167336,2020,Mow
Organic,1,Before,d,Upper,4.311424296672118,2020,Mow
Organic,2,Before,a,Lower,2.863001958403589,2020,Regular Graze
Organic,2,Before,a,Middle,3.5097338641946028,2020,Regular Graze
Organic,2,Before,a,Upper,4.70310918152521,2020,Regular Graze
Organic,2,Before,b,Lower,1.8873792856195049,2020,High Graze
Organic,2,Before,b,Middle,3.0417040338341694,2020,High Graze
Organic,2,Before,b,Upper,3.413275411803526,2020,High Graze
Organic,2,Before,c,Lower,1.7957520689492152,2020,Mow
Organic,2,Before,c,Middle,4.331701232758515,2020,Mow
Organic,2,Before,c,Upper,3.97537360030994,2020,Mow
Organic,2,Before,d,Lower,1.808846356954039,2020,Control
Organic,2,Before,d,Middle,4.11205207486069,2020,Control
Organic,2,Before,d,Upper,1.845985526205545,2020,Control
Organic,3,Before,a,Lower,4.5826230532144185,2020,Regular Graze
Organic,3,Before,a,Middle,4.825391812613217,2020,Regular Graze
Organic,3,Before,a,Upper,4.379369995984516,2020,Regular Graze
Organic,3,Before,b,Lower,3.6860145685956556,2020,Control
Organic,3,Before,b,Middle,8.769908194965119,2020,Control
Organic,3,Before,b,Upper,7.887556801158394,2020,Control
Organic,3,Before,c,Lower,6.884638703586862,2020,High Graze
Organic,3,Before,c,Middle,4.337715570219832,2020,High Graze
Organic,3,Before,c,Upper,5.043862325709308,2020,High Graze
Organic,3,Before,d,Lower,5.218311699380457,2020,Mow
Organic,3,Before,d,Middle,4.033127211936719,2020,Mow
Organic,3,Before,d,Upper,6.094466603954015,2020,Mow
Organic,4,Before,a,Lower,3.316430251148619,2020,Regular Graze
Organic,4,Before,a,Middle,3.2660335169399874,2020,Regular Graze
Organic,4,Before,a,Upper,2.792077928884914,2020,Regular Graze
Organic,4,Before,b,Lower,2.7040161018143323,2020,High Graze
Organic,4,Before,b,Middle,2.7880720781978483,2020,High Graze
Organic,4,Before,b,Upper,3.9437568129615617,2020,High Graze
Organic,4,Before,c,Lower,2.9380449412204315,2020,Control
Organic,4,Before,c,Middle,2.873175503695786,2020,Control
Organic,4,Before,c,Upper,3.374715515382635,2020,Control
Organic,4,Before,d,Lower,2.9207708995549604,2020,Mow
Organic,4,Before,d,Middle,3.364799602996594,2020,Mow
Organic,4,Before,d,Upper,4.269937754966925,2020,Mow
Organic,1,After,a,Lower,1.3676132540706565,2020,High Graze
Organic,1,After,a,Middle,1.3064239156735837,2020,High Graze
Organic,1,After,a,Upper,3.4109154055821214,2020,High Graze
Organic,1,After,b,Lower,1.2121508984417666,2020,Control
Organic,1,After,b,Middle,1.6280989806088104,2020,Control
Organic,1,After,b,Upper,2.384096922279037,2020,Control
Organic,1,After,c,Lower,1.1255869357875954,2020,Regular Graze
Organic,1,After,c,Middle,3.0537688885326073,2020,Regular Graze
Organic,1,After,c,Upper,2.07019773842288,2020,Regular Graze
Organic,1,After,d,Lower,0.901671739049256,2020,Mow
Organic,1,After,d,Middle,1.3850010020441712,2020,Mow
Organic,1,After,d,Upper,3.4955022820417296,2020,Mow
Organic,2,After,a,Lower,1.839982342060681,2020,Regular Graze
Organic,2,After,a,Middle,2.767210546143659,2020,Regular Graze
Organic,2,After,a,Upper,8.328371577193298,2020,Regular Graze
Organic,2,After,b,Lower,3.6710595821343275,2020,High Graze
Organic,2,After,b,Middle,3.9556476472811455,2020,High Graze
Organic,2,After,b,Upper,8.59950795670019,2020,High Graze
Organic,2,After,c,Lower,1.9355780067300241,2020,Mow
Organic,2,After,c,Middle,5.495117441418018,2020,Mow
Organic,2,After,c,Upper,7.206181367166052,2020,Mow
Organic,2,After,d,Lower,3.806795769775507,2020,Control
Organic,2,After,d,Middle,3.7434810916542465,2020,Control
Organic,2,After,d,Upper,3.4099310945367822,2020,Control
Organic,3,After,a,Lower,7.875226163715116,2020,Regular Graze
Organic,3,After,a,Middle,6.987534877562957,2020,Regular Graze
Organic,3,After,a,Upper,4.860436989652809,2020,Regular Graze
Organic,3,After,b,Lower,10.942658449910594,2020,Control
Organic,3,After,b,Middle,5.738073265767586,2020,Control
Organic,3,After,b,Upper,15.16175468384075,2020,Control
Organic,3,After,c,Lower,2.111978693864475,2020,High Graze
Organic,3,After,c,Middle,4.463429449648712,2020,High Graze
Organic,3,After,c,Upper,7.843431500444901,2020,High Graze
Organic,3,After,d,Lower,6.3289975657068975,2020,Mow
Organic,3,After,d,Middle,8.675722207424267,2020,Mow
Organic,3,After,d,Upper,7.201039569552297,2020,Mow
Organic,4,After,a,Lower,4.115771315162091,2020,Regular Graze
Organic,4,After,a,Middle,1.9550810443285929,2020,Regular Graze
Organic,4,After,a,Upper,2.4902066964535496,2020,Regular Graze
Organic,4,After,b,Lower,1.0572420961554667,2020,High Graze
Organic,4,After,b,Middle,1.5922747052864255,2020,High Graze
Organic,4,After,b,Upper,1.960486798368211,2020,High Graze
Organic,4,After,c,Lower,2.2988694345903204,2020,Control
Organic,4,After,c,Middle,2.906178213746193,2020,Control
Organic,4,After,c,Upper,2.2161338931224397,2020,Control
Organic,4,After,d,Lower,2.815574641659633,2020,Mow
Organic,4,After,d,Middle,4.665501306723689,2020,Mow
Organic,4,After,d,Upper,2.2685926969757726,2020,Mow
Litter,1,Before,a,Lower,60.80732005405208,2020,High Graze
Litter,1,Before,a,Middle,20.000050347462516,2020,High Graze
Litter,1,Before,a,Upper,6.453302948577399,2020,High Graze
Litter,1,Before,b,Lower,56.819455674304976,2020,Control
Litter,1,Before,b,Middle,7.674090692712041,2020,Control
Litter,1,Before,b,Upper,14.922405022742721,2020,Control
Litter,1,Before,c,Lower,49.50061339277925,2020,Regular Graze
Litter,1,Before,c,Middle,17.822034208787777,2020,Regular Graze
Litter,1,Before,c,Upper,18.24871274417312,2020,Regular Graze
Litter,1,Before,d,Lower,54.582639063990335,2020,Mow
Litter,1,Before,d,Middle,14.847418062829442,2020,Mow
Litter,1,Before,d,Upper,31.873341903835993,2020,Mow
Litter,2,Before,a,Lower,61.805747150028196,2020,Regular Graze
Litter,2,Before,a,Middle,69.03600779869639,2020,Regular Graze
Litter,2,Before,a,Upper,6.535389972385134,2020,Regular Graze
Litter,2,Before,b,Lower,43.92548212407881,2020,High Graze
Litter,2,Before,b,Middle,40.69700100148863,2020,High Graze
Litter,2,Before,b,Upper,3.175336931411608,2020,High Graze
Litter,2,Before,c,Lower,80.40178997576955,2020,Mow
Litter,2,Before,c,Middle,68.19532680708426,2020,Mow
Litter,2,Before,c,Upper,38.98855628783184,2020,Mow
Litter,2,Before,d,Lower,29.214461378723517,2020,Control
Litter,2,Before,d,Middle,6.237103056736436,2020,Control
Litter,2,Before,d,Upper,24.75081049414274,2020,Control
Litter,3,Before,a,Lower,48.900126054928506,2020,Regular Graze
Litter,3,Before,a,Middle,68.99117092294605,2020,Regular Graze
Litter,3,Before,a,Upper,7.411942197638275,2020,Regular Graze
Litter,3,Before,b,Lower,43.60659081549545,2020,Control
Litter,3,Before,b,Middle,48.33455187478906,2020,Control
Litter,3,Before,b,Upper,29.742473602108397,2020,Control
Litter,3,Before,c,Lower,43.31721706548157,2020,High Graze
Litter,3,Before,c,Middle,65.54315559936379,2020,High Graze
Litter,3,Before,c,Upper,60.06053504168896,2020,High Graze
Litter,3,Before,d,Lower,67.08707586692239,2020,Mow
Litter,3,Before,d,Middle,45.61135090766764,2020,Mow
Litter,3,Before,d,Upper,23.657961798852345,2020,Mow
Litter,4,Before,a,Lower,97.13045865153188,2020,Regular Graze
Litter,4,Before,a,Middle,74.97232391241563,2020,Regular Graze
Litter,4,Before,a,Upper,37.66469919888882,2020,Regular Graze
Litter,4,Before,b,Lower,146.68635691431047,2020,High Graze
Litter,4,Before,b,Middle,72.15515587878224,2020,High Graze
Litter,4,Before,b,Upper,64.23014985706328,2020,High Graze
Litter,4,Before,c,Lower,72.73386154687572,2020,Control
Litter,4,Before,c,Middle,62.464788604312496,2020,Control
Litter,4,Before,c,Upper,24.917819159152792,2020,Control
Litter,4,Before,d,Lower,65.45604360763818,2020,Mow
Litter,4,Before,d,Middle,4.308810965844088,2020,Mow
Litter,4,Before,d,Upper,4.387078086638579,2020,Mow
Soil,1,Before,a,Lower,0.7283766802562289,2019,High Graze
Soil,1,Before,a,Middle,1.035129939829292,2019,High Graze
Soil,1,Before,a,Upper,1.9107335414157054,2019,High Graze
Soil,1,Before,b,Lower,1.480430419480951,2019,Control
Soil,1,Before,b,Middle,1.7055719829499116,2019,Control
Soil,1,Before,b,Upper,1.299641590728753,2019,Control
Soil,1,Before,c,Lower,-0.03218359580611292,2019,Regular Graze
Soil,1,Before,c,Middle,1.4855728237934416,2019,Regular Graze
Soil,1,Before,c,Upper,0.7072235929779593,2019,Regular Graze
Soil,1,Before,d,Lower,2.057650421312474,2019,Mow
Soil,1,Before,d,Middle,1.4758631240186697,2019,Mow
Soil,1,Before,d,Upper,1.5867436933762609,2019,Mow
Soil,2,Before,a,Lower,0.7910678074623623,2019,Regular Graze
Soil,2,Before,a,Middle,1.1449896274479434,2019,Regular Graze
Soil,2,Before,a,Upper,2.026650628865554,2019,Regular Graze
Soil,2,Before,b,Lower,0.23947674313477063,2019,High Graze
Soil,2,Before,b,Middle,1.254176186998769,2019,High Graze
Soil,2,Before,b,Upper,2.1158551240586,2019,High Graze
Soil,2,Before,c,Lower,0.7309840694218828,2019,Mow
Soil,2,Before,c,Middle,1.6425821085796022,2019,Mow
Soil,2,Before,c,Upper,1.7633832265071814,2019,Mow
Soil,2,Before,d,Lower,0.29249899980060584,2019,Control
Soil,2,Before,d,Middle,0.29554889006665,2019,Control
Soil,2,Before,d,Upper,0.7273902441051578,2019,Control
Soil,3,Before,a,Lower,1.3078076942716743,2019,Regular Graze
Soil,3,Before,a,Middle,2.544348493644574,2019,Regular Graze
Soil,3,Before,a,Upper,3.232572419249088,2019,Regular Graze
Soil,3,Before,b,Lower,0.5640826275388299,2019,Control
Soil,3,Before,b,Middle,1.6159524081299537,2019,Control
Soil,3,Before,b,Upper,1.7360174344372346,2019,Control
Soil,3,Before,c,Lower,0.8583485146816409,2019,High Graze
Soil,3,Before,c,Middle,1.9482982707481677,2019,High Graze
Soil,3,Before,c,Upper,1.360924279455359,2019,High Graze
Soil,3,Before,d,Lower,0.9419852463077056,2019,Mow
Soil,3,Before,d,Middle,1.0598558381637306,2019,Mow
Soil,3,Before,d,Upper,1.0970075520623621,2019,Mow
Soil,4,Before,a,Lower,1.2952386630917445,2019,Regular Graze
Soil,4,Before,a,Middle,1.6807816925000583,2019,Regular Graze
Soil,4,Before,a,Upper,0.27354570983190857,2019,Regular Graze
Soil,4,Before,b,Lower,0.6737303080646133,2019,High Graze
Soil,4,Before,b,Middle,1.1638394096495794,2019,High Graze
Soil,4,Before,b,Upper,0.6245373119260428,2019,High Graze
Soil,4,Before,c,Lower,0.7733428055883607,2019,Control
Soil,4,Before,c,Middle,0.7392125955366564,2019,Control
Soil,4,Before,c,Upper,1.531508835764097,2019,Control
Soil,4,Before,d,Lower,0.6251037534339877,2019,Mow
Soil,4,Before,d,Middle,0.5450655968858115,2019,Mow
Soil,4,Before,d,Upper,1.3890723734571175,2019,Mow
Soil,1,After,a,Lower,0.7378405071922728,2019,High Graze
